"","subID","cultureEA","avatar_ori","prac1","prac1_rt_Page.Submit","raw1","raw1_rt_Page.Submit","raw2","raw2_rt_Page.Submit","raw3","seq3_rt_Page.Submit","raw4","raw4_rt_Page.Submit","raw5","raw5_rt_Page.Submit","raw6","raw6_rt_Page.Submit","raw7","raw7_rt_Page.Submit","raw8","raw8_rt_Page.Submit","raw9","raw9_rt_Page.Submit","raw10","raw10_rt_Page.Submit","raw11","raw11_rt_Page.Submit","raw12","raw12_rt_Page.Submit","raw13","raw13_rt_Page.Submit","raw14","raw14_rt_Page.Submit","raw15","raw15_rt_Page.Submit","raw16","raw16_rt_Page.Submit","raw17","raw17_rt_Page.Submit","raw18","raw18_rt_Page.Submit","raw19","raw19_rt_Page.Submit","raw20","raw20_rt_Page.Submit","raw21","raw21_rt_Page.Submit","raw22","raw22_rt_Page.Submit","raw23","raw23_rt_Page.Submit","raw24","raw24_rt_Page.Submit","raw25","raw25_rt_Page.Submit","raw26","raw26_rt_Page.Submit","raw27","raw27_rt_Page.Submit","raw28","raw28_rt_Page.Submit","raw29","raw29_rt_Page.Submit","raw30","raw30_rt_Page.Submit","raw31","raw31_rt_Page.Submit","raw32","raw32_rt_Page.Submit","raw33","raw33_rt_Page.Submit","raw34","raw34_rt_Page.Submit","raw35","raw35_rt_Page.Submit","raw36","raw36_rt_Page.Submit","vale1","arou1","trait1_Competent","trait1_Trustworthy","trait1_FinanciallyNeedy","trait1_Dominant","trait1_Selfish","trait1_Friendly","trait1_aGoodPerson","vale2","arou2","trait2_Competent","trait2_Trustworthy","trait2_FinanciallyNeedy","trait2_Dominant","trait2_Selfish","trait2_Friendly","trait2_aGoodPerson","vale3","arou3","trait3_Competent","trait3_Trustworthy","trait3_FinanciallyNeedy","trait3_Dominant","trait3_Selfish","trait3_Friendly","trait3_aGoodPerson","vale4","arou4","trait4_Competent","trait4_Trustworthy","trait4_FinanciallyNeedy","trait4_Dominant","trait4_Selfish","trait4_Friendly","trait4_aGoodPerson","vale5","arou5","trait5_Competent","trait5_Trustworthy","trait5_FinanciallyNeedy","trait5_Dominant","trait5_Selfish","trait5_Friendly","trait5_aGoodPerson","vale6","arou6","trait6_Competent","trait6_Trustworthy","trait6_FinanciallyNeedy","trait6_Dominant","trait6_Selfish","trait6_Friendly","trait6_aGoodPerson","vale7","arou7","trait7_Competent","trait7_Trustworthy","trait7_FinanciallyNeedy","trait7_Dominant","trait7_Selfish","trait7_Friendly","trait7_aGoodPerson","vale8","arou8","trait8_Competent","trait8_Trustworthy","trait8_FinanciallyNeedy","trait8_Dominant","trait8_Selfish","trait8_Friendly","trait8_aGoodPerson","vale9","arou9","trait9_Competent","trait9_Trustworthy","trait9_FinanciallyNeedy","trait9_Dominant","trait9_Selfish","trait9_Friendly","trait9_aGoodPerson","vale10","arou10","trait10_Competent","trait10_Trustworthy","trait10_FinanciallyNeedy","trait10_Dominant","trait10_Selfish","trait10_Friendly","trait10_aGoodPerson","vale11","arou11","trait11_Competent","trait11_Trustworthy","trait11_FinanciallyNeedy","trait11_Dominant","trait11_Selfish","trait11_Friendly","trait11_aGoodPerson","vale12","arou12","trait12_Competent","trait12_Trustworthy","trait12_FinanciallyNeedy","trait12_Dominant","trait12_Selfish","trait12_Friendly","trait12_aGoodPerson","vale13","arou13","trait13_Competent","trait13_Trustworthy","trait13_FinanciallyNeedy","trait13_Dominant","trait13_Selfish","trait13_Friendly","trait13_aGoodPerson","vale14","arou14","trait14_Competent","trait14_Trustworthy","trait14_FinanciallyNeedy","trait14_Dominant","trait14_Selfish","trait14_Friendly","trait14_aGoodPerson","vale15","arou15","trait15_Competent","trait15_Trustworthy","trait15_FinanciallyNeedy","trait15_Dominant","trait15_Selfish","trait15_Friendly","trait15_aGoodPerson","vale16","arou16","trait16_Competent","trait16_Trustworthy","trait16_FinanciallyNeedy","trait16_Dominant","trait16_Selfish","trait16_Friendly","trait16_aGoodPerson","vale17","arou17","trait17_Competent","trait17_Trustworthy","trait17_FinanciallyNeedy","trait17_Dominant","trait17_Selfish","trait17_Friendly","trait17_aGoodPerson","vale18","arou18","trait18_Competent","trait18_Trustworthy","trait18_FinanciallyNeedy","trait18_Dominant","trait18_Selfish","trait18_Friendly","trait18_aGoodPerson","r1_1","r1_2","r1_3","r1_4","r1_5","r1_6","r1_7","r1_8","r1_9","r1_10","r2_1","r2_2","r2_3","r2_4","r2_5","r2_6","r2_7","r2_8","r2_9","r2_10","r3_1","r3_2","r3_3","r3_4","r3_5","r3_6","r3_7","r3_8","r3_9","r3_10","r4_1","r4_2","r4_3","r4_4","r4_5","r4_6","r4_7","r4_8","r4_9","i1_1","i1_2","i1_3","i1_4","i1_5","i1_6","i1_7","i1_8","i1_9","i1_10","i2_1","i2_2","i2_3","i2_4","i2_5","i2_6","i2_7","i2_8","i2_9","i2_10","i3_1","i3_2","i3_3","i3_4","i3_5","i3_6","i3_7","i3_8","i3_9","i3_10","i4_1","i4_2","i4_3","i4_4","i4_5","i4_6","i4_7","i4_8","i4_9","value_1","value_2","value_3","value_4","value_5","value_6","value_7","value_8","value_9","iri1","iri2","iri3","iri4","iri5","iri6","iri7","iri8","iri9","iri10","iri11","iri12","iri13","iri14","iri15","iri16","iri17","iri18","iri19","iri20","iri21","iri22","iri23","iri24","iri25","iri26","iri27","iri28","tipi_1","tipi_2","tipi_3","tipi_4","tipi_5","tipi_6","tipi_7","tipi_8","tipi_9","tipi_10","age","Q509","Q509_8_TEXT","gender","gender_3_TEXT","sexualpref","sexualpref_5_TEXT","born1","born1_txt","raise1","raise1_txt","born2","born2_txt","raise2","raise2_txt","ethni2","ethni2_txt","born3","born3_txt","raise3","raise3_txt","ethni3","ethni3_txt","born4","born4_txt","raise4","raise4_txt","born5","born5_txt","raise5","raise5_txt","born6","born6_txt","raise6","raise6_txt","born7","born7_txt","raise7","raise7_txt","econ1","econ2","econ2_6_TEXT","ladder1","ladder2","famises1","famises2","econinde","selfses1","selfses2","didbefore","didbefore_","order","famises2_numbered","selfses2_numbered","gender_nonfemale","sexualpref_nonhetero","ethn_nonmajority","exclude_age","exclude_sd"
"176","R_3fSJMphnargj24H",0,"4-b","NT$120","13.042",6,9.059,3,5.877,0,"4.187",5,4.383,0,3.028,5,8.383,5,5.281,3,3.661,6,2.868,0,5.414,1,8.587,3,4.323,0,4.55,0,3.352,4,5.823,2,5.128,0,4.007,5,5.196,3,6.479,4,4.092,5,4.081,6,3.795,4,4.572,2,5.411,6,3.97,3,6.12,0,8.1,0,4.965,0,13.281,4,10.752,6,4.908,0,3.351,2,5.384,1,9.108,0,12.035,6,8.725,5,4,7,7,2,7,5,5,6,3,2,5,4,5,3,3,2,5,5,4,3,3,4,2,5,5,5,4,1,5,5,3,4,4,4,5,3,1,3,3,6,3,7,3,4,5,4,3,3,5,4,4,5,5,3,1,6,5,3,1,4,3,4,2,1,3,3,4,4,6,1,2,6,5,3,5,4,3,5,7,4,4,3,5,5,5,4,4,3,5,3,1,4,4,3,6,5,1,4,5,3,2,4,4,2,5,4,4,4,4,7,6,3,7,5,4,4,3,3,5,5,3,5,3,3,5,6,4,3,5,4,3,5,5,4,4,3,4,5,3,4,5,4,5,3,1,5,5,5,5,6,2,3,7,5,3,4,4,1,5,7,5,3,1,2,2,3,3,3,1,3,3,2,2,2,3,3,1,1,2,2,1,3,3,4,2,2,1,3,4,4,4,1,3,1,1,2,1,1,3,2,4,1,2,2,2,3,3,2,4,1,2,2,3,1,4,1,1,2,3,1,4,2,5,1,3,1,5,5,5,5,1,4,1,1,2,1,1,2,1,3,3,2,4,1,0,0,0,0,4,4,2,5,3,4,3,4,4,5,5,3,4,3,2,3,4,2,4,1,4,4,4,2,3,5,1,4,5,4,6,5,5,3,6,3,7,4,19,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",8,7,"Upper-Middleincome","NT$1,200,001 -
NT$1,500,000","No","I don'tknow","少於
NT$300,000","No","","2",5,1,0,0,0,0,0
"177","R_1mQ1gvL70sT8gpo",0,"1-c","NT$60","15.937",2,4.757,2,3.611,2,"4.908",2,3.239,1,4.039,2,6.662,1,4.066,1,4.691,2,3.27,1,3.407,2,4.395,2,3.671,1,2.966,1,2.984,2,4.699,1,6.121,1,3.818,2,5.217,1,4.643,2,4.961,2,9.261,1,4.403,2,6.553,2,3.055,3,5.56,2,7.577,1,5.774,1,10.548,1,4.209,2,15.114,2,15.022,1,5.304,2,4.366,2,5.13,1,5.263,1,11.85,5,4,5,5,3,3,3,6,6,3,3,4,3,5,3,5,4,5,6,6,4,5,2,6,3,6,5,5,4,6,6,2,5,2,4,5,3,2,3,4,6,2,4,4,5,6,5,4,6,3,5,2,6,6,5,4,4,6,2,3,2,6,6,3,2,4,5,3,7,3,3,4,5,3,4,4,5,2,3,5,4,5,4,5,5,2,4,2,5,4,4,4,2,3,5,2,3,4,5,6,5,4,5,2,3,4,5,4,3,3,5,5,2,4,2,6,6,5,4,4,4,4,3,4,5,5,6,6,3,6,2,3,2,7,6,5,5,4,4,3,2,5,5,6,3,2,5,5,3,4,6,3,3,5,5,5,5,2,6,3,5,5,4,2,2,2,3,4,2,4,3,2,2,2,2,3,4,2,2,2,3,2,4,4,4,2,3,3,4,4,4,4,1,3,1,1,2,1,1,2,1,5,2,2,2,3,4,3,2,4,2,2,2,4,1,5,2,3,2,4,1,5,2,4,1,3,3,5,5,4,4,1,4,1,1,2,1,1,2,1,3,4,2,1,4,2,3,3,1,5,4,1,5,3,4,2,4,4,4,3,1,4,3,2,1,3,4,2,4,5,3,3,2,5,1,2,4,5,3,4,2,5,3,7,3,4,4,18,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","Have taken some classes in Economics","",4,5,"Middleincome","NT$300,001 -
Nt$600,000","No","Lowerincome","少於
NT$300,000","No","","2",2,1,0,0,0,0,0
"178","R_1ilETi3lhifgAqs",0,"4-b","NT$30","9.859",2,15.002,2,12.494,0,"3.543",3,5.029,2,5.688,4,3.469,1,3.517,5,4.957,3,4.313,4,4.92,3,2.632,2,4.134,1,5.294,2,5.384,1,3.579,2,5.235,5,3.901,6,3.596,1,4.348,3,2.356,3,2.213,3,2.092,6,1.865,6,2.681,6,2.883,5,3.494,0,4.145,1,5.515,2,3.837,1,4.431,6,2.324,5,3.734,5,2.323,5,2.143,3,3.933,0,3.122,3,3,2,1,1,4,4,2,2,4,2,4,4,3,3,2,4,4,4,4,5,4,2,4,2,4,4,5,5,5,4,3,5,5,5,4,5,4,5,4,4,4,4,4,4,6,5,4,4,3,4,3,4,4,5,5,5,5,3,5,3,5,5,3,3,4,3,2,5,5,3,3,5,5,4,4,2,3,3,5,5,5,5,4,5,2,4,4,5,5,5,4,5,5,2,4,3,5,5,5,5,4,4,2,4,3,4,4,5,5,3,3,2,4,5,3,3,4,4,4,4,2,4,4,4,4,3,4,5,4,2,5,4,5,5,3,4,3,3,2,5,5,3,3,5,5,4,3,2,4,5,3,3,5,5,5,5,2,4,3,5,5,3,2,2,3,3,2,2,3,2,4,3,4,2,2,1,3,3,4,2,3,2,1,2,4,2,1,1,2,3,3,1,2,2,1,4,1,1,4,2,4,1,1,1,4,4,4,2,4,1,1,1,3,1,5,1,1,1,4,1,5,3,3,1,3,1,5,5,5,5,1,5,1,1,1,1,1,1,1,1,3,2,1,3,1,1,1,0,4,4,2,3,5,4,2,4,3,4,5,2,2,2,2,4,4,3,3,4,4,5,4,2,4,4,2,4,6,2,4,5,5,3,6,2,4,3,18,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","中國","No","中國","No",NA,"",6,6,"Middleincome","NT$1,200,001 -
NT$1,500,000","No","I don'tknow","少於
NT$300,000","No","","1",5,1,0,0,0,0,0
"179","R_REUREDuCt9dLm2l",0,"1-a","NT$30","17.678",2,6.499,2,2.738,1,"2.785",2,2.966,3,3.669,3,2.732,1,5.379,4,2.703,3,2.811,0,2.72,3,2.855,2,3.734,0,3.412,2,3.917,2,3.362,0,3.402,2,3.734,3,3.217,1,3.447,2,3.624,3,3.019,3,4.283,3,3.991,4,4.363,2,4.515,4,3.192,2,3.719,1,4.034,2,3.814,3,4.006,1,5.839,3,4.087,2,3.975,2,4.214,3,4.114,2,5.707,5,4,5,4,3,5,4,4,4,3,3,3,3,5,3,4,3,4,5,5,4,3,3,5,4,5,4,5,4,5,5,3,5,3,5,5,4,3,3,3,4,3,4,3,3,3,6,3,2,3,3,5,4,4,5,4,4,4,5,4,4,4,4,3,2,4,2,4,5,6,3,3,6,6,3,3,4,4,4,4,5,5,4,4,4,3,5,4,5,4,4,3,5,4,2,5,5,3,3,5,5,4,3,4,4,4,4,3,5,4,4,5,4,3,4,5,6,3,3,3,3,4,4,5,3,4,6,6,3,3,3,4,4,5,4,5,4,4,5,3,4,3,5,5,4,3,5,4,4,4,4,4,4,6,6,3,3,4,4,4,5,4,2,2,2,3,3,2,2,2,2,3,2,3,1,4,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,2,1,3,3,3,2,2,2,2,2,2,1,4,1,2,2,2,1,3,2,3,2,2,1,4,5,5,5,2,2,1,1,2,1,1,2,1,2,3,2,3,4,3,3,2,2,4,3,2,2,4,4,1,4,3,4,4,2,2,2,2,3,4,2,3,4,4,4,4,4,4,4,3,3,3,5,3,5,4,4,6,4,4,3,18,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",7,7,"Middleincome","NT$900,001 - NT$1,200,000","No","I don'tknow","少於
NT$300,000","No","","2",4,1,0,0,0,0,0
"180","R_WxFyQUsHcIZ5Vwl",0,"1-c","NT$0","16.3",1,4.599,0,4.795,0,"4.969",1,4.397,3,3.876,1,6.409,1,4.645,2,6.743,1,7.815,0,3.37,3,5.408,0,3.749,0,3.754,2,4.338,1,5.833,0,5.458,0,4.926,0,4.52,2,5.829,0,6.274,3,3.849,1,4.654,0,6.742,0,5.569,0,4.667,2,11.143,0,7.543,0,6.991,0,5.432,2,5.275,1,7.41,0,9.756,0,7.15,0,14.546,0,10.698,0,16.104,5,3,4,5,2,4,2,5,5,3,3,3,3,5,4,4,3,3,6,6,4,5,2,4,2,6,6,5,4,4,4,4,3,3,5,5,3,3,3,3,5,3,4,3,4,6,6,4,5,2,4,3,6,6,4,3,3,3,2,3,2,4,4,3,3,3,4,5,2,2,4,4,7,7,5,5,2,4,2,7,7,5,4,4,4,4,3,3,5,5,4,4,3,3,5,3,3,4,4,6,6,5,5,2,4,2,6,6,5,4,4,5,2,4,2,5,6,3,3,3,3,6,2,2,4,4,6,6,5,5,2,4,2,6,6,4,4,4,4,5,3,3,4,4,4,3,4,4,4,4,4,4,4,5,5,5,5,2,3,2,5,6,2,2,2,3,4,4,2,2,2,3,2,2,2,1,3,2,2,2,2,2,3,2,3,2,2,1,4,3,4,4,3,2,1,2,4,2,1,4,2,3,1,1,1,3,4,4,3,4,1,2,1,5,1,5,1,1,1,4,1,4,1,4,1,3,1,5,5,3,3,1,5,1,1,2,1,1,1,2,2,2,1,3,3,3,3,2,0,3,4,2,2,4,4,2,4,4,4,4,1,5,3,3,2,4,2,4,4,4,4,2,1,2,4,1,3,2,2,5,4,5,5,5,1,6,3,24,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No","中國","No","中國","Yes","Have taken some classes in Economics","",7,7,"Middleincome","NT$600,001 -
NT$900,000","No","I don'tknow","少於
NT$300,000","No","","4",3,1,0,0,0,0,0
"181","R_3pcoijM3pQhd3eB",0,"4-a","NT$30","24.822",1,3.304,0,4.363,0,"4.042",0,3.701,2,3.619,0,3.685,0,4.603,1,3.789,0,3.17,2,5.017,5,7.044,1,3.918,1,4.438,0,3.83,0,6.016,6,3.695,0,4.139,0,5.849,0,3.712,0,3.553,0,4.745,1,4.876,0,3.724,0,3.432,0,4.481,6,4.099,4,4.722,0,4.51,0,4.458,3,3.926,1,5.116,0,5.741,0,6.172,1,5.414,0,9.828,0,4.804,5,3,5,4,3,3,3,6,6,2,4,1,1,5,2,4,3,2,6,6,4,1,1,1,5,4,2,4,3,6,6,1,1,1,7,7,3,2,1,4,5,3,4,4,5,5,4,5,5,1,1,1,4,4,4,4,5,6,1,4,4,5,6,4,3,7,7,1,7,1,3,4,5,4,1,3,7,3,3,5,4,2,3,1,1,7,3,5,5,4,5,5,4,5,1,4,3,5,5,5,4,4,4,1,1,2,5,5,5,5,6,6,1,4,4,5,6,2,1,4,3,5,3,2,3,3,5,5,4,3,4,4,4,4,4,3,3,1,2,5,4,4,3,4,2,1,1,1,7,1,4,3,2,5,4,5,5,2,4,4,4,5,2,1,4,4,5,5,2,4,2,2,5,5,5,1,2,1,4,2,1,1,3,2,5,5,1,1,3,5,5,5,5,1,1,1,5,1,1,3,1,4,1,1,1,5,5,1,2,4,1,5,1,5,1,5,1,3,1,4,1,5,2,5,1,1,1,5,5,5,5,3,4,1,1,1,1,1,1,1,4,4,4,4,4,2,4,1,1,3,4,4,5,4,5,5,5,3,4,4,5,5,3,2,1,5,4,5,2,4,2,1,1,2,5,2,2,2,1,6,6,7,7,4,3,6,4,21,"其他（請註明）","台灣人","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","Have taken some classes in Economics","",8,9,"I don'tknow","NT$600,001 -
NT$900,000","No","I don'tknow","少於
NT$300,000","No","","4",3,1,0,0,1,0,0
"182","R_diFu3JGTqr7UIKZ",0,"3-a","NT$0","28.976",0,21.518,0,6.426,0,"3.525",0,7.319,1,3.768,0,10.256,0,4.418,3,6.084,0,3.288,2,5.735,3,4.853,0,2.787,3,6.294,1,4.935,0,4.054,2,2.472,0,2.462,0,3.558,1,10.127,0,7.365,3,5.5,0,2.99,0,3.541,0,3.669,0,3.799,2,4.217,1,16.758,0,2.276,0,2.564,3,2.672,0,3.314,0,3.153,0,8.28,0,3.394,1,2.433,0,3.062,3,5,3,3,5,5,4,5,4,4,3,5,4,3,5,5,4,4,5,5,6,5,3,4,4,5,5,5,5,4,5,3,3,3,5,5,3,3,5,3,4,3,4,3,3,5,4,5,4,3,4,5,4,4,5,6,3,4,5,3,3,5,4,4,3,5,3,3,3,5,3,4,5,5,5,5,3,3,3,4,5,5,5,5,5,3,3,3,5,5,5,3,4,5,4,3,4,3,4,5,4,5,5,3,3,4,4,4,6,6,3,5,4,4,3,6,5,3,3,5,3,3,5,5,3,3,4,4,5,4,4,4,5,3,4,5,6,4,4,4,5,4,5,4,4,3,5,5,4,3,5,4,4,3,3,4,3,4,4,5,4,3,3,2,2,3,3,2,2,2,2,3,3,3,2,3,2,2,2,2,2,2,3,2,3,2,3,2,3,3,3,3,2,2,2,2,2,2,2,3,2,4,2,2,2,3,4,3,3,3,2,2,2,4,2,4,2,2,2,3,2,4,2,4,2,3,2,4,4,4,4,2,4,2,2,2,2,2,2,2,3,3,2,3,3,2,3,2,1,4,4,4,3,4,4,2,4,4,4,3,2,3,2,3,3,4,3,3,4,3,4,4,3,3,4,3,3,5,3,5,4,6,4,4,3,4,4,19,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Male","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","Have taken some classes in Economics","",8,8,"Upper-Middleincome","NT$1,500,001 -
NT$2,250,000","No","I don'tknow","少於
NT$300,000","No","","3",6,1,1,0,0,0,0
"183","R_sMNACm1mcjUiAGl",0,"1-c","NT$180","22.439",4,4.086,3,12.847,2,"6.932",3,10.679,1,5.98,3,7.558,2,10.2,4,11.373,3,8.412,1,17.697,6,29.996,2,9.211,0,6.253,3,4.501,3,7.139,3,4.766,1,2.85,2,3.201,5,4.282,3,12.753,4,3.592,1,11.17,0,17.125,2,3.935,3,6.41,6,1.68,5,3.459,1,4.685,2,8.365,5,2.998,1,7.938,0,8.343,3,12.37,1,6.431,1,55.362,4,63.75,5,3,4,6,4,2,4,6,4,4,3,4,5,4,3,5,5,4,3,6,4,2,4,6,6,2,2,5,4,7,7,2,6,4,6,6,5,2,4,4,3,3,3,5,5,3,5,2,2,4,5,6,4,4,5,4,5,6,4,4,2,6,5,4,3,4,4,4,5,3,4,4,5,3,5,5,3,6,3,5,5,5,4,5,6,3,4,3,5,5,4,2,4,6,3,6,3,4,4,3,5,4,4,4,4,3,5,5,5,4,4,6,4,6,3,6,5,5,3,5,4,3,5,4,5,5,3,5,3,3,3,4,5,4,3,5,3,5,6,4,4,4,5,5,6,4,5,6,4,4,4,6,5,3,3,4,3,3,5,5,4,4,3,2,2,2,4,3,2,2,2,3,3,2,3,4,3,2,3,3,2,1,4,4,3,2,4,2,3,4,4,4,4,4,3,2,3,3,2,3,2,4,2,2,2,4,4,3,2,2,2,3,2,4,3,3,2,3,2,2,2,4,2,4,2,4,2,4,4,4,4,2,4,2,2,3,2,2,2,2,2,2,0,3,3,0,2,2,0,5,4,1,3,4,5,2,4,5,5,4,1,3,1,1,5,5,2,1,4,4,3,5,2,5,5,1,4,2,1,3,3,5,6,6,5,6,2,18,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",7,5,"Middleincome","NT$600,001 -
NT$900,000","No","I don'tknow","少於
NT$300,000","No","","2",3,1,0,0,0,0,0
"184","R_VQ0XpwOCb6gSZgZ",0,"1-c","NT$30","16.519",0,4.975,1,6.261,2,"4.508",0,3.609,2,3.633,0,3.32,0,3.231,2,3.861,0,3.974,0,2.707,2,3.838,0,3.204,0,3.588,1,3.247,0,4.193,0,2.637,0,2.996,2,3.312,0,2.92,1,2.965,1,4.724,1,3.603,1,4.512,0,4.904,2,3.065,3,6.172,0,4.552,0,5.61,1,7.569,3,9.033,1,6.685,1,5.907,0,8.973,2,5.466,0,6.495,4,22.202,3,1,4,3,1,1,3,4,3,6,5,5,6,6,6,3,5,6,5,3,4,5,3,4,3,5,5,5,3,5,5,3,3,2,2,5,3,4,3,4,2,4,2,4,5,7,5,6,6,2,6,2,6,6,3,3,2,2,4,2,2,5,5,3,2,4,4,4,4,4,4,4,5,2,3,5,5,3,3,5,5,3,3,2,2,2,2,2,5,5,2,3,3,3,6,2,2,5,5,6,4,5,5,4,5,2,5,5,6,4,5,3,3,4,4,4,4,3,4,6,6,6,5,2,5,5,4,1,5,5,3,5,3,5,5,1,5,3,3,5,3,2,5,5,2,2,3,3,5,3,5,4,4,5,5,5,5,4,3,3,5,6,3,1,4,3,3,2,3,1,4,4,2,4,2,4,3,2,2,3,1,3,4,3,3,3,3,3,3,2,4,4,3,3,1,1,4,1,1,4,4,4,1,3,3,4,4,3,2,4,1,4,3,5,2,5,2,1,2,2,1,5,5,5,2,3,1,5,5,5,5,2,4,1,1,2,1,1,1,2,3,3,0,3,3,1,2,2,0,3,2,4,4,3,5,2,3,4,4,3,5,5,4,3,2,5,3,4,3,5,5,2,3,3,3,3,3,5,5,4,6,6,3,3,6,5,4,21,"其他（請註明）","台灣人","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","No",NA,"",8,8,"Middleincome","NT$300,001 -
Nt$600,000","No","Lowerincome","少於
NT$300,000","No","","3",2,1,0,0,1,0,0
"185","R_3J2TrTMEtr1eZN2",0,"4-b","NT$30","27.026",0,3.667,0,1.901,0,"1.8",0,2.233,0,3.627,0,2.2,1,3.401,1,2.145,2,2.145,1,4.054,0,1.892,0,1.801,3,4.201,2,2.631,0,2.6,1,3.6,0,2.666,2,6.901,0,5.333,0,2.024,2,2.601,2,6.102,0,8.779,1,9.556,1,8.097,2,14.076,2,2.677,0,2.185,0,1.836,1,3.073,2,3.627,0,2.4,2,4.599,0,16.887,0,2.726,1,36.327,5,4,7,7,3,5,1,6,7,4,3,5,2,1,6,5,3,4,7,5,6,4,1,1,2,6,6,5,4,6,6,1,3,2,6,7,3,2,2,1,4,1,3,3,5,3,3,3,2,1,6,5,3,2,6,6,6,6,1,3,1,6,7,3,2,5,5,3,6,5,3,5,7,6,7,7,1,7,3,6,7,4,4,5,5,3,4,6,5,5,2,2,6,6,2,7,4,4,5,NA,3,4,2,1,3,6,4,4,6,5,6,7,2,4,3,7,7,4,1,7,7,2,5,6,5,5,6,6,5,4,2,5,4,4,4,3,2,6,4,5,2,5,4,5,3,2,5,2,7,2,3,4,4,6,3,5,3,1,5,5,4,3,5,2,4,4,2,3,4,2,2,5,1,2,1,1,3,1,1,2,2,1,3,1,4,3,2,1,3,2,2,2,1,3,1,1,5,3,2,5,4,4,2,2,1,4,5,4,3,5,1,2,1,5,1,5,1,2,1,4,1,5,2,5,1,4,1,5,5,4,4,3,5,1,1,2,1,1,1,2,4,4,4,4,4,3,4,2,3,3,5,1,1,2,5,1,5,5,5,5,1,4,3,1,4,5,2,3,1,5,2,5,2,3,5,5,5,7,1,7,7,6,1,5,3,5,7,20,"東亞/東亞裔台灣人（例如：中國，日本，韓國）","","Female","","Heterosexual","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","","Yes","Have taken some classes in Economics","",7,7,"I don'tknow","NT$300,001 -
Nt$600,000","No","Middleincome","少於
NT$300,000","No","","2",2,1,0,0,0,0,0
